"GeneSymbol","EntrezID","WS5219_1_S1_L001_R1_001_seq20_MATCHED1","WS5219_2_S2_L001_R1_001_seq20_MATCHED1","WS5219_3_S3_L001_R1_001_seq20_MATCHED1","Confidence","InputCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"Gna14","14675",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gna15","14676",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnai1","14677",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnai2","14678",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnai3","14679",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnal","14680",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnao1","14681",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnaq","14682",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnas","14683",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnat1","14685",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnat2","14686",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnat3","242851",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnaz","14687",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnb1","14688",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnb1l","13972",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gnb2","14693",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnb3","14695",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnb4","14696",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnb5","14697",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gne","50798",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng10","14700",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng11","66066",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng12","14701",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng13","64337",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng2","14702",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng3","14704",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng4","14706",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng5","14707",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng7","14708",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gng8","14709",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gngt1","14699",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gngt2","14710",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnl1","14670",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gnl2","230737",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnl3","30877",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnl3l","237107",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnmt","14711",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnpat","14712",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnpda1","26384",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnpda2","67980",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnpnat1","54342",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnptab","432486",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnptg","214505",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnrh1","14714",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gnrhr","14715",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gns","75612",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Golga1","76899",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga2","99412",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga3","269682",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga4","54214",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga5","27277",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga7","57437",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golga7b","71146",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golgb1","224139",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golim4","73124",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golm1","105348",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golph3","66629",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golph3l","229593",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golt1a","68338",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Golt1b","66964",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gon4l","76022",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gon7","100233175",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gopc","94221",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gorab","98376",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gorasp1","74498",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gorasp2","70231",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gosr1","53334",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gosr2","56494",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Got1","14718",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Got1l1","76615",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Got2","14719",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gp1ba","14723",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Gp1bb","14724",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Gp2","67133",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gp6","243816",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gp9","54368",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"Gpa33","59290",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpaa1","14731",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpalpp1","67467",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpam","14732",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpank1","81845",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpat2","215456",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpat3","231510",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpat4","102247",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpatch1","67471",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch11","53951",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch2","67769",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch2l","70373",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch3","242691",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch4","66614",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpatch8","237943",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpbar1","227289",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpbp1","73274",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpbp1l1","77110",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpc1","14733",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpc2","71951",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpc3","14734",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpc4","14735",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpc5","103978",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpc6","23888",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpcpd1","74182",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpd1","14555",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpd1l","333433",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpd2","14571",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gper1","76854",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpha2","170458",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gphb5","217674",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gphn","268566",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpi1","14751",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpihbp1","68453",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpkow","209416",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpld1","14756",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpm6a","234267",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpm6b","14758",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpn1","74254",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpn2","100210",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpn3","68080",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpnmb","93695",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr1","241070",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr101","245424",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr107","277463",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr108","78308",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr119","236781",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr12","14738",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr132","56696",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr135","238252",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr137","107173",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr137b","83924",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr137c","70713",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr139","209776",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr141","353346",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr141b","319293",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr142","217302",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr143","18241",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr146","80290",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr149","229357",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr15","71223",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr150","238725",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr151","240239",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr152","269053",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr153","100129",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr155","68526",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr156","239845",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr157","269604",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr158","241263",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr160","71862",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr161","240888",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr162","14788",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr165","76206",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr17","574402",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr171","229323",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr173","70771",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr174","213439",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr176","381413",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr179","217143",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr18","110168",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr180","58245",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr182","11536",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr183","321019",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr19","14760",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr20","239530",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr21","338346",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr22","73010",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr25","383563",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr26","233919",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr27","14761",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr3","14748",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr31b","436440",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr33","14762",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr34","23890",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr35","64095",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr37","14763",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr37l1","171469",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr39","71111",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr4","319197",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr45","93690",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr50","14765",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr52","620246",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr55","227326",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr6","140741",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr61","229714",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr62","436090",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr63","81006",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr65","14744",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr68","238377",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr75","237716",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr82","319200",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr83","14608",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpr84","80910",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr85","64450",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr87","84111",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr88","64378",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpr89","67549",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprasp1","67298",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprasp2","245607",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprc5a","232431",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprc5b","64297",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprc5c","70355",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprc5d","93746",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprc6a","210198",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gprin1","26913",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprin2","432839",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gprin3","243385",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gps1","209318",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gps2","56310",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpsm1","67839",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpsm3","106512",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gpt","76282",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpt2","108682",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx1","14775",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx2","14776",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx3","14778",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx4","625249",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx5","14780",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx6","75512",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx7","67305",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gpx8","69590",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"Gramd1a","52857",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gramd1b","235283",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gramd1c","207798",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"Gramd2","546134",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
